time,GHI,DNI,DHI,Temperature,Relative Humidity,Pressure,Wind Speed,Solar Zenith Angle,Cloud Type,pv
2018-07-01 06:00:00,143.0,436.0,56.0,16.2,84.87,1014.0,3.3,78.51,0.0,0.077255115
2018-07-01 06:30:00,234.0,537.0,76.0,16.9,81.27,1015.0,3.2,72.89,0.0,0.4102634
2018-07-01 07:00:00,333.0,624.0,90.0,17.6,77.79,1015.0,3.1,67.13,0.0,1.4256401
2018-07-01 07:30:00,436.0,707.0,96.0,18.4,73.98,1015.0,2.9,61.28,0.0,3.3157287
2018-07-01 08:00:00,535.0,757.0,105.0,19.2,69.1,1015.0,2.7,55.37,0.0,5.809145
2018-07-01 08:30:00,628.0,795.0,111.0,20.0,65.76,1015.0,2.7,49.42,0.0,8.263193
2018-07-01 09:00:00,716.0,826.0,117.0,20.8,60.76,1015.0,2.6,43.47,0.0,11.201641
2018-07-01 09:30:00,795.0,851.0,121.0,21.5,58.22,1015.0,2.7,37.58,0.0,13.861354
2018-07-01 10:00:00,864.0,872.0,123.0,22.2,53.61,1015.0,2.7,31.8,0.0,16.291656
2018-07-01 10:30:00,921.0,887.0,126.0,22.6,52.32,1015.0,2.8,26.26,0.0,18.311457
2018-07-01 11:00:00,964.0,897.0,128.0,23.1,48.72,1015.0,3.0,21.18,0.0,19.956566
2018-07-01 11:30:00,992.0,904.0,128.0,23.4,47.85,1015.0,3.1,17.01,0.0,21.33947
2018-07-01 12:00:00,1006.0,908.0,127.0,23.6,45.7,1015.0,3.3,14.59,0.0,22.398043
2018-07-01 12:30:00,1003.0,900.0,133.0,23.6,45.7,1015.0,3.4,14.81,0.0,22.630207
2018-07-01 13:00:00,984.0,886.0,139.0,23.6,45.21,1015.0,3.6,17.57,0.0,23.286938
2018-07-01 13:30:00,954.0,880.0,138.0,23.3,46.03,1015.0,3.6,21.92,0.0,23.139875
2018-07-01 14:00:00,910.0,871.0,135.0,23.0,47.31,1015.0,3.7,27.1,0.0,22.862787
2018-07-01 14:30:00,852.0,857.0,131.0,22.5,48.76,1015.0,3.7,32.69,0.0,22.389183
2018-07-01 15:00:00,783.0,839.0,126.0,22.1,50.41,1015.0,3.7,38.49,0.0,21.395874
2018-07-01 15:30:00,703.0,815.0,121.0,21.5,52.29,1015.0,3.7,44.4,0.0,18.099024
2018-07-01 16:00:00,615.0,785.0,114.0,21.0,54.07,1014.0,3.6,50.35,0.0,16.555172
2018-07-01 16:30:00,520.0,747.0,106.0,20.3,56.44,1014.0,3.6,56.3,0.0,14.157024
2018-07-01 17:00:00,421.0,696.0,96.0,19.6,59.14,1014.0,3.5,62.2,0.0,12.094025
2018-07-01 17:30:00,321.0,629.0,86.0,18.7,62.54,1014.0,3.4,68.04,0.0,9.507762
2018-07-01 18:00:00,222.0,538.0,72.0,17.8,66.62,1014.0,3.3,73.78,0.0,6.6289487
2018-07-01 18:30:00,130.0,406.0,55.0,16.8,70.95,1014.0,3.2,79.39,0.0,4.2475443
2018-07-02 06:30:00,186.0,299.0,98.0,16.4,83.22,1014.0,2.3,72.96,0.0,0.2220676
2018-07-02 07:00:00,162.0,5.0,160.0,17.1,80.22,1014.0,2.2,67.21,3.0,1.1861302
2018-07-02 07:30:00,199.0,5.0,197.0,17.8,76.76,1014.0,2.1,61.36,3.0,2.1106637
2018-07-02 08:00:00,278.0,20.0,267.0,18.5,71.35,1014.0,2.0,55.44,3.0,2.5012662
2018-07-02 08:30:00,488.0,279.0,307.0,19.2,68.31,1014.0,2.0,49.49,3.0,4.4853363
2018-07-02 09:00:00,674.0,650.0,203.0,20.0,62.13,1014.0,2.0,43.55,0.0,5.0528073
2018-07-02 09:30:00,746.0,671.0,215.0,20.6,59.88,1014.0,2.0,37.65,0.0,6.512441
2018-07-02 10:00:00,789.0,615.0,267.0,21.2,53.04,1014.0,2.1,31.88,0.0,13.141225
2018-07-02 10:30:00,844.0,635.0,275.0,21.6,51.76,1014.0,2.2,26.34,0.0,13.611434
2018-07-02 11:00:00,887.0,649.0,282.0,22.0,46.33,1014.0,2.3,21.26,0.0,16.78804
2018-07-02 11:30:00,917.0,660.0,286.0,22.2,45.77,1014.0,2.5,17.1,0.0,18.964346
2018-07-02 12:00:00,931.0,665.0,288.0,22.3,42.35,1013.0,2.7,14.67,0.0,18.433435
2018-07-02 12:30:00,931.0,668.0,285.0,22.3,42.35,1013.0,2.9,14.87,0.0,18.340807
2018-07-02 13:00:00,916.0,666.0,281.0,22.2,41.67,1013.0,3.1,17.61,0.0,21.521679
2018-07-02 13:30:00,885.0,656.0,277.0,22.0,42.18,1013.0,3.3,21.95,0.0,21.148651
2018-07-02 14:00:00,841.0,644.0,268.0,21.7,44.17,1013.0,3.5,27.11,0.0,20.75865
2018-07-02 14:30:00,785.0,628.0,256.0,21.2,45.5,1012.0,3.6,32.69,0.0,20.268518
2018-07-02 15:00:00,719.0,607.0,244.0,20.7,47.93,1012.0,3.7,38.49,0.0,20.138292
2018-07-02 15:30:00,642.0,580.0,228.0,20.1,49.73,1012.0,3.7,44.4,0.0,19.79738
2018-07-02 16:00:00,558.0,548.0,208.0,19.4,52.28,1012.0,3.7,50.35,0.0,17.46933
2018-07-02 16:30:00,468.0,509.0,186.0,18.7,54.6,1012.0,3.7,56.3,0.0,12.989092
2018-07-02 17:00:00,375.0,461.0,160.0,18.0,57.21,1012.0,3.6,62.21,0.0,10.117445
2018-07-02 17:30:00,281.0,399.0,132.0,17.1,60.54,1012.0,3.6,68.05,0.0,9.139087
2018-07-02 18:00:00,190.0,322.0,100.0,16.2,66.27,1012.0,3.5,73.79,0.0,7.8738866
2018-07-02 18:30:00,106.0,223.0,65.0,15.4,69.74,1012.0,3.4,79.4,0.0,5.3884997
2018-07-02 19:00:00,38.0,108.0,28.0,14.6,76.97,1012.0,3.3,84.81,0.0,4.3052287
2018-07-03 06:00:00,144.0,419.0,62.0,14.8,84.89,1010.0,3.3,78.67,0.0,0.1615257
2018-07-03 06:30:00,239.0,546.0,80.0,15.3,82.22,1010.0,3.2,73.04,0.0,0.3892244
2018-07-03 07:00:00,339.0,634.0,94.0,15.9,79.76,1010.0,3.1,67.29,0.0,0.6769572
2018-07-03 07:30:00,442.0,706.0,104.0,16.6,76.37,1011.0,3.1,61.43,0.0,2.230316
2018-07-03 08:00:00,543.0,761.0,112.0,17.4,72.27,1011.0,3.0,55.52,0.0,3.749063
2018-07-03 08:30:00,638.0,803.0,117.0,18.1,69.16,1011.0,3.0,49.57,0.0,8.567577
2018-07-03 09:00:00,728.0,837.0,122.0,18.8,65.06,1011.0,3.1,43.63,0.0,11.624471
2018-07-03 09:30:00,807.0,859.0,128.0,19.4,62.68,1011.0,3.1,37.73,0.0,14.443833
2018-07-03 10:00:00,875.0,876.0,132.0,19.9,59.71,1011.0,3.2,31.96,0.0,16.892193
2018-07-03 10:30:00,931.0,890.0,134.0,20.4,57.89,1011.0,3.3,26.42,0.0,19.10711
2018-07-03 11:00:00,975.0,901.0,136.0,20.8,55.32,1011.0,3.4,21.35,0.0,20.416576
2018-07-03 11:30:00,1004.0,908.0,137.0,21.0,54.65,1011.0,3.5,17.19,0.0,21.54552
2018-07-03 12:00:00,1017.0,912.0,135.0,21.3,52.62,1011.0,3.5,14.76,0.0,22.44042
2018-07-03 12:30:00,1016.0,911.0,136.0,21.3,52.62,1011.0,3.6,14.94,0.0,23.023382
2018-07-03 13:00:00,1000.0,908.0,135.0,21.4,51.75,1011.0,3.7,17.66,0.0,23.261246
2018-07-03 13:30:00,969.0,903.0,132.0,21.3,52.07,1011.0,3.7,21.97,0.0,23.102568
2018-07-03 14:00:00,925.0,896.0,128.0,21.3,51.99,1011.0,3.7,27.13,0.0,22.751514
2018-07-03 14:30:00,867.0,884.0,123.0,21.1,52.62,1011.0,3.7,32.71,0.0,21.930769
2018-07-03 15:00:00,797.0,867.0,118.0,21.0,52.94,1011.0,3.7,38.5,0.0,20.74201
2018-07-03 15:30:00,717.0,844.0,114.0,20.6,54.26,1011.0,3.7,44.41,0.0,19.79419
2018-07-03 16:00:00,627.0,815.0,107.0,20.3,55.24,1011.0,3.6,50.36,0.0,18.032015
2018-07-03 16:30:00,531.0,776.0,100.0,19.8,56.97,1011.0,3.6,56.3,0.0,16.190609
2018-07-03 17:00:00,431.0,725.0,93.0,19.3,58.65,1010.0,3.6,62.21,0.0,13.484094
2018-07-03 17:30:00,329.0,656.0,84.0,18.5,61.7,1011.0,3.5,68.06,0.0,10.178586
2018-07-03 18:00:00,228.0,559.0,72.0,17.8,64.9,1011.0,3.5,73.8,0.0,7.2784085
2018-07-03 18:30:00,133.0,421.0,56.0,16.8,69.11,1011.0,3.4,79.42,0.0,4.919994
2018-07-04 06:00:00,145.0,456.0,56.0,14.6,79.31,1014.0,3.2,78.75,0.0,0.13397078
2018-07-04 06:30:00,240.0,584.0,71.0,15.2,76.31,1014.0,3.1,73.13,0.0,0.46975496
2018-07-04 07:00:00,342.0,674.0,83.0,15.8,73.16,1015.0,3.1,67.37,0.0,0.94040287
2018-07-04 07:30:00,444.0,742.0,90.0,16.4,70.42,1015.0,3.1,61.51,0.0,2.6500556
2018-07-04 08:00:00,545.0,795.0,96.0,17.1,67.41,1015.0,3.1,55.6,0.0,5.2715073
2018-07-04 08:30:00,641.0,835.0,100.0,17.8,64.5,1015.0,3.1,49.65,0.0,8.906065
2018-07-04 09:00:00,730.0,869.0,102.0,18.5,61.82,1015.0,3.2,43.71,0.0,12.347478
2018-07-04 09:30:00,808.0,886.0,108.0,19.1,59.55,1015.0,3.2,37.81,0.0,13.867995
2018-07-04 10:00:00,875.0,898.0,114.0,19.8,57.02,1016.0,3.3,32.04,0.0,16.541176
2018-07-04 10:30:00,932.0,913.0,115.0,20.3,55.28,1016.0,3.3,26.51,0.0,19.732779
2018-07-04 11:00:00,975.0,926.0,113.0,20.8,53.09,1016.0,3.4,21.44,0.0,21.553041
2018-07-04 11:30:00,1004.0,934.0,112.0,21.0,52.44,1016.0,3.5,17.28,0.0,22.892714
2018-07-04 12:00:00,1019.0,940.0,110.0,21.3,50.91,1016.0,3.6,14.85,0.0,23.89056
2018-07-04 12:30:00,1019.0,942.0,109.0,21.4,50.55,1015.0,3.6,15.02,0.0,24.573559
2018-07-04 13:00:00,1004.0,941.0,108.0,21.5,48.94,1015.0,3.6,17.71,0.0,24.640331
2018-07-04 13:30:00,975.0,937.0,106.0,21.5,48.94,1015.0,3.6,22.01,0.0,24.648996
2018-07-04 14:00:00,931.0,931.0,103.0,21.6,47.22,1015.0,3.5,27.15,0.0,24.381433
2018-07-04 14:30:00,875.0,921.0,100.0,21.4,47.8,1015.0,3.5,32.72,0.0,23.820646
2018-07-04 15:00:00,806.0,907.0,96.0,21.3,46.86,1014.0,3.5,38.51,0.0,22.807188
2018-07-04 15:30:00,725.0,887.0,91.0,21.0,47.73,1014.0,3.5,44.42,0.0,21.389238
2018-07-04 16:00:00,637.0,862.0,87.0,20.8,47.58,1014.0,3.5,50.37,0.0,19.702772
2018-07-04 16:30:00,542.0,829.0,82.0,20.2,49.37,1014.0,3.5,56.31,0.0,17.529581
2018-07-04 17:00:00,441.0,785.0,75.0,19.7,50.94,1014.0,3.5,62.23,0.0,14.916682
2018-07-04 17:30:00,338.0,723.0,68.0,18.9,53.53,1014.0,3.5,68.07,0.0,12.041045
2018-07-04 18:00:00,236.0,638.0,58.0,18.1,57.8,1014.0,3.5,73.82,0.0,8.87752
2018-07-04 18:30:00,140.0,512.0,46.0,17.0,62.0,1015.0,3.3,79.43,0.0,5.7332993
2018-07-05 06:30:00,86.0,88.0,61.0,15.4,78.34,1019.0,2.0,73.21,3.0,0.20828798
2018-07-05 07:00:00,105.0,0.0,105.0,16.2,71.07,1020.0,2.0,67.45,3.0,0.8775717
2018-07-05 07:30:00,208.0,15.0,201.0,17.1,67.13,1020.0,1.8,61.6,3.0,2.0013597
2018-07-05 08:00:00,460.0,459.0,201.0,18.0,61.66,1020.0,1.7,55.68,3.0,3.402954
2018-07-05 08:30:00,649.0,881.0,80.0,18.9,58.3,1020.0,1.5,49.73,0.0,5.9635673
2018-07-05 09:00:00,738.0,906.0,84.0,19.9,53.47,1020.0,1.3,43.79,0.0,8.65405
2018-07-05 09:30:00,817.0,926.0,86.0,20.9,50.28,1020.0,1.2,37.9,0.0,14.206045
2018-07-05 10:00:00,886.0,941.0,89.0,21.9,45.29,1020.0,1.1,32.13,0.0,16.595747
2018-07-05 10:30:00,942.0,952.0,91.0,22.7,43.15,1020.0,1.2,26.6,0.0,18.537657
2018-07-05 11:00:00,984.0,959.0,92.0,23.6,39.38,1020.0,1.3,21.54,0.0,20.121992
2018-07-05 11:30:00,1012.0,964.0,92.0,24.3,37.73,1019.0,1.6,17.39,0.0,21.456387
2018-07-05 12:00:00,1026.0,966.0,93.0,24.9,36.66,1019.0,1.8,14.95,0.0,22.486874
2018-07-05 12:30:00,1022.0,957.0,98.0,25.2,36.01,1019.0,2.1,15.1,0.0,23.280582
2018-07-05 13:00:00,1002.0,942.0,105.0,25.5,36.2,1019.0,2.5,17.77,0.0,23.728115
2018-07-05 13:30:00,971.0,938.0,102.0,25.5,36.2,1019.0,2.7,22.05,0.0,23.733515
2018-07-05 14:00:00,926.0,930.0,99.0,25.6,36.18,1019.0,2.9,27.18,0.0,23.488632
2018-07-05 14:30:00,868.0,918.0,96.0,25.4,36.61,1019.0,3.0,32.74,0.0,22.840172
2018-07-05 15:00:00,799.0,904.0,92.0,25.2,36.85,1019.0,3.1,38.53,0.0,21.77246
2018-07-05 15:30:00,718.0,883.0,87.0,24.8,37.74,1019.0,3.1,44.43,0.0,20.17228
2018-07-05 16:00:00,629.0,857.0,82.0,24.5,38.15,1019.0,3.1,50.38,0.0,18.425821
2018-07-05 16:30:00,532.0,819.0,78.0,23.9,39.54,1019.0,3.1,56.33,0.0,16.407356
2018-07-05 17:00:00,432.0,772.0,72.0,23.3,41.33,1019.0,3.0,62.24,0.0,12.384985
2018-07-05 17:30:00,328.0,697.0,68.0,22.3,43.9,1019.0,2.9,68.09,0.0,11.155309
2018-07-05 18:00:00,199.0,297.0,116.0,21.3,48.5,1019.0,2.8,73.84,7.0,8.38396
2018-07-05 18:30:00,95.0,40.0,88.0,20.2,51.89,1019.0,2.7,79.46,7.0,4.497012
2018-07-06 06:30:00,40.0,1.0,40.0,17.4,80.41,1020.0,2.4,73.3,8.0,0.15818998
2018-07-06 07:00:00,117.0,9.0,114.0,17.8,78.75,1020.0,2.5,67.54,8.0,0.61650413
2018-07-06 07:30:00,92.0,11.0,87.0,18.4,75.85,1020.0,2.6,61.68,8.0,1.6526483
2018-07-06 08:00:00,85.0,0.0,85.0,19.0,72.62,1020.0,2.6,55.76,4.0,2.9541059
2018-07-06 08:30:00,158.0,2.0,157.0,19.9,68.68,1020.0,2.5,49.82,4.0,2.501595
2018-07-06 09:00:00,243.0,23.0,226.0,20.9,61.67,1020.0,2.4,43.87,4.0,4.074069
2018-07-06 09:30:00,649.0,448.0,296.0,22.1,57.32,1020.0,2.5,37.98,4.0,5.300756
2018-07-06 10:00:00,838.0,863.0,108.0,23.3,50.2,1020.0,2.6,32.22,0.0,8.667588
2018-07-06 10:30:00,894.0,878.0,110.0,24.5,46.72,1020.0,2.8,26.69,0.0,15.291904
2018-07-06 11:00:00,938.0,891.0,110.0,25.8,39.62,1020.0,3.0,21.64,0.0,20.282583
2018-07-06 11:30:00,968.0,898.0,112.0,26.3,38.43,1019.0,3.3,17.49,0.0,21.050632
2018-07-06 12:00:00,983.0,904.0,110.0,26.9,37.38,1019.0,3.5,15.06,0.0,21.52406
2018-07-06 12:30:00,925.0,701.0,248.0,27.0,37.16,1019.0,3.8,15.19,3.0,21.849958
2018-07-06 13:00:00,963.0,878.0,127.0,27.2,36.42,1019.0,4.1,17.83,0.0,22.603815
2018-07-06 13:30:00,943.0,912.0,98.0,27.1,36.6,1018.0,4.3,22.1,0.0,22.721779
2018-07-06 14:00:00,901.0,906.0,95.0,27.0,35.93,1018.0,4.6,27.21,0.0,20.69514
2018-07-06 14:30:00,843.0,871.0,111.0,26.6,36.78,1018.0,4.7,32.77,0.0,20.71676
2018-07-06 15:00:00,761.0,722.0,196.0,26.3,36.3,1018.0,4.9,38.55,3.0,20.866478
2018-07-06 15:30:00,700.0,861.0,85.0,25.7,37.61,1018.0,5.0,44.45,0.0,19.752312
2018-07-06 16:00:00,614.0,835.0,82.0,25.1,38.02,1017.0,5.1,50.4,0.0,18.181946
2018-07-06 16:30:00,520.0,800.0,77.0,24.3,39.88,1017.0,5.0,56.35,0.0,16.169762
2018-07-06 17:00:00,422.0,754.0,71.0,23.6,41.46,1017.0,4.9,62.26,0.0,8.855112
2018-07-06 17:30:00,322.0,683.0,67.0,22.6,44.04,1017.0,4.7,68.11,0.0,10.381959
2018-07-06 18:00:00,194.0,293.0,113.0,21.6,48.72,1017.0,4.4,73.87,3.0,9.013291
2018-07-06 18:30:00,103.0,81.0,88.0,20.6,51.79,1017.0,4.0,79.49,3.0,6.0323033
2018-07-07 06:00:00,121.0,255.0,72.0,16.9,74.63,1017.0,3.6,79.02,0.0,0.071316056
2018-07-07 06:30:00,236.0,583.0,69.0,17.9,70.07,1017.0,3.7,73.39,0.0,0.31360915
2018-07-07 07:00:00,332.0,674.0,75.0,18.9,63.76,1017.0,3.7,67.63,0.0,0.6076456
2018-07-07 07:30:00,417.0,636.0,116.0,19.8,60.3,1017.0,3.8,61.77,0.0,2.5082352
2018-07-07 08:00:00,546.0,842.0,73.0,20.7,55.47,1017.0,3.9,55.85,0.0,5.005029
2018-07-07 08:30:00,641.0,874.0,78.0,21.4,53.14,1017.0,4.0,49.9,0.0,7.7174835
2018-07-07 09:00:00,729.0,900.0,81.0,22.2,49.29,1017.0,4.1,43.96,0.0,11.07017
2018-07-07 09:30:00,808.0,919.0,85.0,22.8,47.53,1017.0,4.2,38.07,0.0,13.918389
2018-07-07 10:00:00,872.0,909.0,104.0,23.4,43.91,1017.0,4.3,32.31,0.0,16.041409
2018-07-07 10:30:00,932.0,945.0,88.0,23.8,42.87,1017.0,4.4,26.79,0.0,18.118603
2018-07-07 11:00:00,905.0,789.0,172.0,24.3,39.68,1017.0,4.4,21.74,7.0,19.862698
2018-07-07 11:30:00,950.0,821.0,167.0,24.6,38.98,1017.0,4.5,17.6,0.0,21.259483
2018-07-07 12:00:00,997.0,900.0,128.0,24.9,35.84,1016.0,4.5,15.17,0.0,21.599163
2018-07-07 12:30:00,1012.0,949.0,97.0,25.1,35.42,1016.0,4.6,15.29,0.0,22.638311
2018-07-07 13:00:00,992.0,931.0,106.0,25.2,33.46,1016.0,4.7,17.91,0.0,22.576376
2018-07-07 13:30:00,953.0,903.0,117.0,25.1,33.66,1016.0,4.9,22.15,0.0,23.157274
2018-07-07 14:00:00,857.0,771.0,172.0,25.0,33.21,1015.0,5.1,27.25,7.0,21.473324
2018-07-07 14:30:00,829.0,806.0,152.0,24.6,34.01,1015.0,5.3,32.8,7.0,22.767609
2018-07-07 15:00:00,750.0,771.0,147.0,24.1,35.78,1015.0,5.5,38.58,7.0,21.000484
2018-07-07 15:30:00,690.0,796.0,122.0,23.5,37.09,1015.0,5.6,44.48,7.0,20.755568
2018-07-07 16:00:00,624.0,848.0,84.0,22.9,39.76,1015.0,5.6,50.42,0.0,18.94465
2018-07-07 16:30:00,530.0,816.0,78.0,22.1,41.74,1015.0,5.6,56.37,0.0,15.554978
2018-07-07 17:00:00,431.0,774.0,71.0,21.2,46.12,1015.0,5.6,62.29,0.0,12.079297
2018-07-07 17:30:00,330.0,716.0,63.0,20.1,49.34,1015.0,5.4,68.14,0.0,11.498865
2018-07-07 18:00:00,231.0,636.0,55.0,19.1,56.14,1015.0,5.2,73.9,0.0,7.9167776
2018-07-07 18:30:00,137.0,516.0,43.0,18.0,60.13,1015.0,4.9,79.52,0.0,5.400994
2018-07-08 06:00:00,144.0,528.0,44.0,15.4,84.22,1015.0,3.8,79.12,0.0,0.053759094
2018-07-08 06:30:00,239.0,644.0,56.0,16.3,79.53,1015.0,3.9,73.48,0.0,0.2683651
2018-07-08 07:00:00,339.0,723.0,65.0,17.2,72.72,1015.0,4.0,67.72,0.0,0.6427587
2018-07-08 07:30:00,440.0,779.0,73.0,18.0,69.22,1016.0,4.0,61.86,0.0,2.3055732
2018-07-08 08:00:00,539.0,821.0,79.0,18.9,63.62,1016.0,4.0,55.94,0.0,4.9215236
2018-07-08 08:30:00,632.0,853.0,84.0,19.7,60.54,1016.0,4.0,49.99,0.0,8.090676
2018-07-08 09:00:00,720.0,877.0,90.0,20.5,55.81,1016.0,4.0,44.05,0.0,11.127283
2018-07-08 09:30:00,798.0,895.0,94.0,21.2,53.47,1016.0,4.1,38.16,0.0,13.878324
2018-07-08 10:00:00,865.0,907.0,99.0,21.9,48.12,1016.0,4.1,32.4,0.0,16.177097
2018-07-08 10:30:00,923.0,921.0,102.0,22.3,46.96,1016.0,4.1,26.89,0.0,18.300358
2018-07-08 11:00:00,966.0,932.0,101.0,22.8,44.53,1016.0,4.2,21.85,0.0,19.973934
2018-07-08 11:30:00,997.0,939.0,103.0,23.0,43.99,1016.0,4.3,17.72,0.0,21.268837
2018-07-08 12:00:00,1012.0,944.0,101.0,23.3,42.43,1016.0,4.3,15.29,0.0,22.37396
2018-07-08 12:30:00,1011.0,942.0,103.0,23.5,41.93,1016.0,4.5,15.39,0.0,22.774149
2018-07-08 13:00:00,995.0,937.0,104.0,23.7,39.61,1016.0,4.6,17.99,0.0,23.061993
2018-07-08 13:30:00,964.0,931.0,102.0,23.7,39.61,1016.0,4.7,22.21,0.0,23.17235
